year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,sellingprice,saledate
1995,Toyota,Camry,LE,Sedan,automatic,4t1sk12e3su631365,nc,1.0,134180.0,gold,beige,primeritus remarketing / chesterfield impor,1300.0,Mon Jan 26 2015 01:30:00 GMT-0800 (PST)
2014,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,wddgf4hb5er315234,tx,45.0,9248.0,black,black,mercedes-benz financial services,26500.0,Thu Jan 15 2015 03:00:00 GMT-0800 (PST)
2011,Infiniti,QX56,Base,suv,automatic,jn8az2ne8b9002821,ga,22.0,73737.0,black,black,afs acceptance llc,27000.0,Tue Jun 09 2015 06:10:00 GMT-0700 (PDT)
2013,Dodge,Charger,SXT,Sedan,automatic,2c3cdxhg0dh742741,fl,42.0,37091.0,blue,black,regional acceptance corporation / greenville,18900.0,Thu Feb 19 2015 01:30:00 GMT-0800 (PST)
2014,GMC,Savana Cargo,2500,Van,automatic,1gtw7fca1e1906589,nc,32.0,16460.0,white,gray,u-haul international,18500.0,Tue Jun 16 2015 02:15:00 GMT-0700 (PDT)
2002,BMW,X5,3.0i,SUV,automatic,5uxfa535x2lp35256,fl,32.0,152999.0,gold,beige,florida auto and truck exchange inc,4000.0,Tue Feb 17 2015 08:00:00 GMT-0800 (PST)
2012,Ford,Escape,Limited,SUV,automatic,1fmcu0e70cka12449,nj,43.0,41815.0,white,black,ford motor credit company llc,15200.0,Wed Jan 14 2015 01:00:00 GMT-0800 (PST)
2013,Volvo,S60,T5,Sedan,automatic,yv1612fs3d2202895,ca,23.0,18564.0,silver,black,volvo car financial service/world omni,14300.0,Thu May 21 2015 05:30:00 GMT-0700 (PDT)
2013,Chrysler,200,Touring,Sedan,automatic,1c3ccbbb9dn639036,fl,41.0,52542.0,gold,black,dtg operations inc,9600.0,Fri May 22 2015 02:00:00 GMT-0700 (PDT)
2005,Lexus,ES 330,Base,sedan,automatic,jthba30g055118529,ca,43.0,80716.0,gold,beige,california auto wholesale,10400.0,Wed Jun 03 2015 05:30:00 GMT-0700 (PDT)
2013,Ford,Fusion,SE,Sedan,automatic,3fa6p0h78dr132488,mo,46.0,16935.0,white,black,ford motor credit company llc,15600.0,Tue May 26 2015 04:00:00 GMT-0700 (PDT)
2009,Hyundai,Sonata,SE V6,Sedan,automatic,5npeu46f99h416111,tx,31.0,72046.0,green,—,nextgear capital,8200.0,Tue Dec 30 2014 12:00:00 GMT-0800 (PST)
2006,Honda,Civic,LX,Coupe,automatic,2hgfg12686h557984,fl,23.0,102719.0,silver,gray,david j leahy jr,5600.0,Thu Jan 15 2015 08:00:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3apxdn546831,ca,34.0,52835.0,white,beige,avis corporation,12700.0,Tue Jan 27 2015 04:30:00 GMT-0800 (PST)
2003,Chevrolet,Tahoe,LS,SUV,automatic,1gnec13t13r185921,ca,28.0,195052.0,green,tan,aaero sweet company,2500.0,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2010,Toyota,Camry,XLE V6,sedan,automatic,4t1bk3ekxau600013,nc,37.0,98042.0,black,gray,crown honda greensboro,10500.0,Thu Jun 11 2015 07:00:00 GMT-0700 (PDT)
2013,Ford,Focus,SE,Sedan,automatic,1fadp3f20dl167735,tn,39.0,19038.0,—,black,ford motor credit company llc,11700.0,Wed Jan 21 2015 02:00:00 GMT-0800 (PST)
2013,Hyundai,Veloster,Turbo,Hatchback,manual,kmhtc6ae3du138675,ga,44.0,19250.0,silver,black,nissan south,14000.0,Thu Jan 22 2015 02:00:00 GMT-0800 (PST)
2012,Honda,Odyssey,EX,Minivan,automatic,5fnrl5h44cb036587,pa,35.0,29776.0,gray,tan,ahfc/honda lease trust/hvt  inc. eot,12200.0,Fri Jan 23 2015 01:00:00 GMT-0800 (PST)
2011,BMW,5 Series,535i,Sedan,automatic,wbafr7c50bc804426,fl,5.0,29606.0,white,gray,lauderdale bmw of fort lauderdale,29500.0,Fri Feb 06 2015 01:35:00 GMT-0800 (PST)
2010,Buick,Enclave,CXL2,SUV,automatic,5galvced9aj143019,ne,37.0,96341.0,white,tan,dm northwest inc,17100.0,Thu Feb 19 2015 03:00:00 GMT-0800 (PST)
2014,Toyota,Camry,LE,sedan,,4t1bf1fk9eu412824,pa,38.0,16697.0,gray,gray,toyota motor sales usa inc/program,15700.0,Fri Feb 27 2015 01:00:00 GMT-0800 (PST)
2011,Honda,CR-V,EX-L,SUV,automatic,5j6re3h73bl046493,ca,29.0,32577.0,gray,black,ahfc/honda lease trust/hvt  inc. eot,16900.0,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2012,Ford,Focus,SE,Hatchback,automatic,1fahp3k27cl175806,nv,19.0,43589.0,red,black,remarketing by ge/boeing wichita credit union,8100.0,Fri Dec 19 2014 12:00:00 GMT-0800 (PST)
2002,Lexus,RX 300,Base,suv,automatic,jtjgf10u820142568,tx,19.0,202048.0,beige,beige,cars group finance & sales,6200.0,Thu Jun 18 2015 03:30:00 GMT-0700 (PDT)
2005,Infiniti,G35,Base,Sedan,automatic,jnkcv51e45m201176,ca,43.0,117172.0,gold,tan,h n s auto sales inc,7100.0,Wed Feb 04 2015 04:30:00 GMT-0800 (PST)
2006,Mitsubishi,Eclipse,GT,Hatchback,automatic,4a3ak34t16e014003,fl,2.0,217940.0,silver,gray,grieco nissan,2600.0,Thu Feb 26 2015 01:15:00 GMT-0800 (PST)
2013,Mercedes-Benz,C-Class,C300 Sport 4MATIC,sedan,automatic,wddgf8ab1dr249670,ga,36.0,44966.0,white,tan,global motor sports inc,22200.0,Thu Jun 04 2015 03:00:00 GMT-0700 (PDT)
2008,Nissan,Maxima,3.5 SE,Sedan,automatic,1n4ba41e68c826472,tn,26.0,58449.0,black,gray,nissan motor acceptance corporation,9600.0,Wed Jan 21 2015 02:30:00 GMT-0800 (PST)
2012,Mazda,Mazda3,i Touring,Sedan,,jm1bl1vg2c1509369,pa,34.0,35088.0,black,black,jpmorgan chase bank n.a.,11200.0,Fri Jan 09 2015 09:00:00 GMT-0800 (PST)
2005,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j4gr48k55c535083,nj,19.0,213939.0,gray,gray,automotive remarketing inc,2650.0,Wed Jan 14 2015 01:30:00 GMT-0800 (PST)
2014,Kia,Soul,Base,Wagon,manual,kndjn2a26e7038428,ca,49.0,20123.0,black,black,kia motors america  inc,11500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2005,Chevrolet,Classic,Fleet,Sedan,automatic,1g1nd52fx5m136167,ga,19.0,157491.0,beige,tan,five star nissan,1100.0,Fri Jan 30 2015 03:00:00 GMT-0800 (PST)
2007,Volkswagen,Jetta,Wolfsburg Edition,sedan,automatic,3vwef71k07m147999,tx,28.0,93886.0,silver,black,santander consumer,4200.0,Wed Jun 03 2015 03:30:00 GMT-0700 (PDT)
2014,Kia,Forte,LX,Sedan,automatic,knafx4a68e5094751,tn,34.0,40503.0,red,black,avis corporation,11000.0,Wed Feb 18 2015 02:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap9dc254082,ga,36.0,53090.0,silver,black,the hertz corporation,12000.0,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2008,Chevrolet,Uplander,LS,Minivan,automatic,1gndv231x8d125330,ma,34.0,86535.0,red,tan,imperial ford corporation,4200.0,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2012,Nissan,Sentra,2.0 S,Sedan,automatic,3n1ab6ap1cl745086,ca,34.0,59511.0,black,gray,the hertz corporation,7250.0,Tue Feb 10 2015 04:30:00 GMT-0800 (PST)
2003,Ford,Expedition,XLT FX4,SUV,,1fmfu16l63lc51125,oh,19.0,160849.0,black,gray,aex credit services,1200.0,Thu May 28 2015 02:00:00 GMT-0700 (PDT)
2011,Ford,Flex,SE,Wagon,automatic,2fmgk5bc5bbd01437,ne,19.0,150114.0,burgundy,gray,ge fleet services for itself/servicer,7100.0,Thu Jan 22 2015 04:00:00 GMT-0800 (PST)
2012,Acura,MDX,Technology Package,SUV,automatic,2hnyd2h34ch519614,pa,39.0,14430.0,silver,black,superior automotive sales i,32500.0,Fri Jan 16 2015 01:00:00 GMT-0800 (PST)
2013,Hyundai,Sonata Hybrid,Base,Sedan,automatic,kmhec4a40da069224,tx,46.0,38725.0,gray,gray,avis corporation,14000.0,Wed Mar 04 2015 02:00:00 GMT-0800 (PST)
2011,Kia,Soul,!,wagon,automatic,kndjt2a21b7257413,ga,41.0,30136.0,brown,black,capital one auto finance,10800.0,Mon Jun 08 2015 17:00:00 GMT-0700 (PDT)
2013,Infiniti,G Sedan,G37x,g sedan,automatic,jn1cv6ar3dm758768,pa,25.0,31706.0,white,black,nissan infiniti lt,18400.0,Thu Jun 11 2015 06:00:00 GMT-0700 (PDT)
2007,Chevrolet,Impala,LS,Sedan,automatic,2g1wb58k279188231,az,33.0,130613.0,white,gray,a l financial corporation,3100.0,Tue Feb 03 2015 03:00:00 GMT-0800 (PST)
2012,Honda,Crosstour,EX-L,Hatchback,automatic,5j6tf2h50cl001704,pa,46.0,26392.0,gray,black,remarketing by ge/manheim pennsylvania,21800.0,Fri Feb 27 2015 01:00:00 GMT-0800 (PST)
2012,Ford,F-150,XLT,SuperCrew,automatic,1ftfw1et4cfb42774,mn,5.0,45059.0,—,black,sioux city ford lincoln mercury,25750.0,Wed Jan 28 2015 02:30:00 GMT-0800 (PST)
2008,Chevrolet,Suburban,1500 LS,SUV,automatic,1gnfk16388r256087,pa,23.0,167133.0,blue,gray,ingersoll auto of danbury,9900.0,Fri Feb 20 2015 09:00:00 GMT-0800 (PST)
2006,HUMMER,H3,Base,SUV,automatic,5gtdn136068178437,tx,45.0,91612.0,black,black,texas direct auto,12000.0,Wed Jan 21 2015 02:20:00 GMT-0800 (PST)
2004,Nissan,Maxima,3.5 SL,Sedan,automatic,1n4ba41e34c892035,il,26.0,124953.0,black,black,wells fargo dealer services,3900.0,Thu Jan 15 2015 02:00:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap9cn431002,nj,44.0,56129.0,black,black,nissan motor acceptance corporation,10200.0,Wed Jan 21 2015 01:30:00 GMT-0800 (PST)
2010,Pontiac,G6,Fleet,Sedan,automatic,1g2za5e02a4162107,fl,,80057.0,black,tan,miscellaneous marshalling-manheim lakeland,5000.0,Thu Dec 18 2014 15:40:00 GMT-0800 (PST)
2011,Honda,CR-V,EX-L,SUV,automatic,jhlre3h74bc007016,nv,24.0,51761.0,burgundy,black,ahfc/honda lease trust/hvt  inc. eot,15000.0,Fri Jan 16 2015 04:00:00 GMT-0800 (PST)
2014,Ford,E-Series Van,E-250,E-Series Van,automatic,1ftne2ew8eda71155,il,42.0,25020.0,white,gray,enterprise/ars,20900.0,Thu Feb 19 2015 02:00:00 GMT-0800 (PST)
2004,Ford,Econoline Cargo,E-250,Van,automatic,1ftne24w84ha64652,nc,19.0,193974.0,white,gray,ari,2300.0,Tue Dec 30 2014 09:15:00 GMT-0800 (PST)
2012,Dodge,Durango,R/T,SUV,automatic,1c4sdjet0cc283024,nc,39.0,85323.0,black,black,t & k enterprises of mt airy inc,24000.0,Tue Jun 02 2015 03:00:00 GMT-0700 (PDT)
2012,Mazda,Mazda3,s Grand Touring,Sedan,automatic,jm1bl1w53c1599712,nc,43.0,1122.0,green,black,navy fcu,13100.0,Mon Feb 02 2015 01:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,sedan,,1n4al2ap5cc193399,pa,38.0,41593.0,black,gray,nissan-infiniti lt,10400.0,Fri Jun 12 2015 02:00:00 GMT-0700 (PDT)
2014,Land Rover,Range Rover Sport,Supercharged,suv,automatic,salwr2ef9ea332652,ca,49.0,6777.0,gray,red,land rover north america llc,71500.0,Thu Jun 04 2015 05:30:00 GMT-0700 (PDT)
2011,Volkswagen,Jetta,S,Sedan,automatic,3vw2k7aj6bm117842,ca,29.0,44778.0,—,black,volkswagen credit inc/sc,9000.0,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2014,Jeep,Compass,Sport,SUV,automatic,1c4njdbb3ed569711,co,42.0,43324.0,silver,tan,avis corporation,14400.0,Wed May 27 2015 04:45:00 GMT-0700 (PDT)
2012,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5apxcc808259,ga,42.0,36481.0,white,black,nissan-infiniti lt,19000.0,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
2006,Buick,LaCrosse,CX,Sedan,automatic,2g4wc582961192709,pa,29.0,95138.0,blue,gray,credit acceptance corp/vrs/southfield,4400.0,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
2015,Ford,Taurus,Limited,sedan,automatic,1fahp2f88fg104457,ne,39.0,18616.0,blue,black,enterprise vehicle exchange/davenport,22500.0,Thu Jun 11 2015 03:30:00 GMT-0700 (PDT)
2013,Chevrolet,Impala,LTZ,Sedan,automatic,2g1wc5e30d1222946,az,29.0,52329.0,black,black,the hertz corporation,10400.0,Thu May 28 2015 05:00:00 GMT-0700 (PDT)
2013,Nissan,Altima,2.5,sedan,,1n4al3ap4dc157775,pa,33.0,30443.0,black,black,nissan-infiniti lt,12600.0,Fri May 22 2015 02:00:00 GMT-0700 (PDT)
2013,Lexus,RX 450h,Base,SUV,automatic,jtjzb1baxd2007882,fl,43.0,39889.0,black,brown,ambar motors inc,34500.0,Tue Feb 10 2015 04:15:00 GMT-0800 (PST)
2007,Subaru,B9 Tribeca,Limited 7-Passenger,SUV,,4s4wx86d074411962,ca,,86248.0,green,—,nice car,11000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2005,Buick,LaCrosse,CXL,Sedan,automatic,2g4wd532x51186033,tn,33.0,61871.0,silver,gray,dt inventory,6600.0,Tue Jan 13 2015 10:30:00 GMT-0800 (PST)
2006,Chevrolet,Silverado 1500,LS,extended cab,automatic,1gcec19v26z123157,nv,24.0,59773.0,blue,black,fairway chevrolet,11000.0,Thu Jun 11 2015 04:50:00 GMT-0700 (PDT)
2003,Chevrolet,Malibu,Base,Sedan,automatic,1g1nd52j13m610203,wa,19.0,92274.0,gray,beige,puyallup nissan,500.0,Wed Jan 21 2015 04:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap8cc244331,tx,19.0,38454.0,blue,tan,nissan-infiniti lt,10200.0,Wed Feb 25 2015 02:30:00 GMT-0800 (PST)
2013,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg8dr627098,fl,41.0,62620.0,red,black,the hertz corporation,12100.0,Tue Dec 30 2014 12:10:00 GMT-0800 (PST)
2013,Lexus,RX 350,Base,SUV,automatic,2t2zk1baxdc104838,fl,5.0,1649.0,silver,black,zimmerman auto brokers inc,37600.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2007,Chevrolet,Impala,LS,Sedan,automatic,2g1wb55k379316318,in,29.0,153977.0,black,black,general acceptance corporation,2000.0,Tue Dec 23 2014 10:00:00 GMT-0800 (PST)
2005,Honda,Civic,Value Package,Sedan,automatic,2hges163x5h570289,fl,35.0,153860.0,silver,gray,autonation honda sanford,3100.0,Tue Jan 27 2015 10:00:00 GMT-0800 (PST)
2013,GMC,Acadia,SLE-2,SUV,automatic,1gkkvpkd8dj189973,il,31.0,61882.0,beige,gray,lease plan usa,21800.0,Tue May 26 2015 03:00:00 GMT-0700 (PDT)
2005,Pontiac,Montana,SV6,Minivan,automatic,1gmdv03l05d306023,az,19.0,125244.0,green,green,wells fargo dealer services,2300.0,Thu Feb 26 2015 03:00:00 GMT-0800 (PST)
2013,Nissan,Leaf,SV,Hatchback,automatic,1n4az0cp8dc403981,fl,26.0,24131.0,white,black,nissan-infiniti lt,8000.0,Thu May 21 2015 02:15:00 GMT-0700 (PDT)
2011,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap0bm305543,ca,39.0,37358.0,white,gray,nissan infiniti lt,18750.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2006,Mercedes-Benz,E-Class,E500,sedan,automatic,wdbuf70j06a868731,la,19.0,139541.0,silver,beige,jpmorgan chase bank n.a.,2200.0,Wed Jun 17 2015 04:00:00 GMT-0700 (PDT)
2010,Kia,Optima,LX,Sedan,automatic,knagg4a88a5400430,fl,35.0,40350.0,silver,gray,grow financial fcu,8100.0,Thu Jan 15 2015 01:35:00 GMT-0800 (PST)
2011,Infiniti,G Coupe,G37x,G Coupe,automatic,jn1cv6elxbm263373,nj,35.0,38691.0,black,black,nissan infiniti lt,20600.0,Wed Feb 04 2015 01:30:00 GMT-0800 (PST)
2001,Chrysler,Sebring,LX,Sedan,automatic,1c3el46x01n604830,ca,19.0,124929.0,white,beige,nextgear capital,850.0,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
2013,Kia,Sorento,LX,SUV,automatic,5xykt4a25dg368245,fl,45.0,64159.0,white,tan,the hertz corporation,13600.0,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
2012,Ford,Escape,XLT,SUV,automatic,1fmcu0d78ckc39499,pa,49.0,42982.0,black,black,ford motor credit company llc,13600.0,Wed Feb 11 2015 01:00:00 GMT-0800 (PST)
2011,Cadillac,SRX,Luxury,SUV,,3gyfndey3bs628397,nj,37.0,51000.0,white,beige,us bank,19800.0,Wed Jan 21 2015 01:30:00 GMT-0800 (PST)
2011,Lincoln,MKS,Base,Sedan,automatic,1lnhl9ftxbg609747,ca,24.0,81128.0,white,black,bank of america,14500.0,Wed Feb 04 2015 04:30:00 GMT-0800 (PST)
2006,Pontiac,G6,GT,Sedan,,1g2zh558164236979,ga,23.0,144563.0,white,beige,automobile acceptance corp,3200.0,Thu Mar 05 2015 02:00:00 GMT-0800 (PST)
2008,Ford,Focus,SE,coupe,automatic,1fahp33n88w215485,nc,35.0,70967.0,gray,beige,seaport auto sales llc,5400.0,Fri May 29 2015 02:30:00 GMT-0700 (PDT)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap8dm714800,tx,3.0,20555.0,gray,gray,nissan infiniti lt,21000.0,Wed Dec 31 2014 10:30:00 GMT-0800 (PST)
2014,Chrysler,300,C,Sedan,automatic,2c3ccakg7eh216634,fl,4.0,18571.0,silver,black,pv holding inc/gdp,24400.0,Mon Jan 05 2015 04:30:00 GMT-0800 (PST)
2010,Volkswagen,Jetta,Limited Edition PZEV,Sedan,automatic,3vwrz7aj6am069834,il,36.0,92205.0,blue,black,santander consumer,6900.0,Tue Mar 03 2015 02:00:00 GMT-0800 (PST)
2008,Lexus,LS 460,Base,Sedan,automatic,jthbl46f385061830,ca,43.0,65423.0,gray,gray,lexus el cajon,24000.0,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2013,Honda,Civic,LX,Coupe,automatic,2hgfg3b59dh507501,nv,39.0,16251.0,white,gray,ahfc/honda lease trust/hvt  inc.,13300.0,Fri Feb 27 2015 04:00:00 GMT-0800 (PST)
2007,Ford,Explorer,Eddie Bauer,SUV,automatic,1fmeu74e07ua40652,oh,37.0,81405.0,black,tan,ford motor credit company llc pd,8900.0,Tue Jan 20 2015 01:00:00 GMT-0800 (PST)
2014,Ram,2500,SLT,Crew Cab,automatic,3c6ur5dl4eg301390,tx,4.0,16866.0,white,gray,enterprise vehicle exchange/dfw airport,35800.0,Wed Mar 04 2015 02:15:00 GMT-0800 (PST)
2007,Chevrolet,Impala,LS,Sedan,automatic,2g1wb58kx79224344,ga,31.0,231311.0,silver,black,five star hyundai of warner robins,2100.0,Fri Jan 30 2015 03:00:00 GMT-0800 (PST)
2007,Chevrolet,Impala,LS,Sedan,automatic,2g1wb58k779360916,tx,19.0,196798.0,black,beige,united acceptance,1100.0,Thu Jan 22 2015 03:00:00 GMT-0800 (PST)
2014,Buick,Enclave,Premium Group,SUV,automatic,5gakrckd5ej190459,fl,4.0,33095.0,white,beige,gm remarketing,34200.0,Mon Feb 23 2015 05:00:00 GMT-0800 (PST)
2012,BMW,X5,xDrive35d,SUV,automatic,5uxzw0c58cl672208,wa,47.0,48163.0,white,black,financial services remarketing (lease),36000.0,Wed Feb 18 2015 04:30:00 GMT-0800 (PST)
2014,Scion,FR-S,Base,coupe,manual,jf1znaa16e9706775,fl,38.0,18405.0,black,black,world omni financial corporation,20400.0,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
2010,Ford,Escape,XLT,SUV,automatic,1fmcu0d77akd38067,pa,39.0,70703.0,gray,black,classic buick gmc,9800.0,Fri Feb 27 2015 01:00:00 GMT-0800 (PST)
1997,Pontiac,Grand Prix,GT,Sedan,automatic,1g2wp52kxvf302826,fl,26.0,136690.0,—,beige,mercedes benz of delray,1400.0,Tue Dec 30 2014 12:15:00 GMT-0800 (PST)
2011,Toyota,Venza,Base,wagon,,4t3zk3bbxbu037654,pa,3.0,104199.0,gray,gray,r hollenshead auto sales inc,11900.0,Fri May 29 2015 02:00:00 GMT-0700 (PDT)
2013,Ford,F-150,XLT,SuperCab,automatic,1ftex1emxdfa48045,mn,45.0,85655.0,—,gray,wheels ltd,17500.0,Thu Feb 19 2015 02:45:00 GMT-0800 (PST)
2009,volkswagen,jetta,4c comfort,,,3vwhl71k69m039721,qc,39.0,147688.0,blue,black,diamond auto et transport,8600.0,Tue Dec 23 2014 10:00:00 GMT-0800 (PST)
2011,Jeep,Wrangler,Rubicon,SUV,manual,1j4ba6d15bl524333,pa,39.0,37217.0,black,brown,carriage traders,23200.0,Fri Jan 23 2015 01:30:00 GMT-0800 (PST)
2013,Toyota,Venza,LE,Wagon,automatic,4t3za3bb6du077560,az,35.0,47600.0,black,gray,toyota financial services/tmct,17100.0,Thu Mar 05 2015 03:00:00 GMT-0800 (PST)
2006,Toyota,Sienna,XLE Limited 7-Passenger,minivan,automatic,5tdza22c26s520648,mn,32.0,72936.0,silver,gray,walser honda,18000.0,Wed May 27 2015 03:30:00 GMT-0700 (PDT)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap8dc272072,pa,43.0,18143.0,black,black,nissan-infiniti lt,14000.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2014,Jeep,Compass,Sport,SUV,,1c4njdbb1ed841205,va,5.0,14484.0,white,gray,pv holding inc/gdp,16800.0,Thu Jan 15 2015 00:45:00 GMT-0800 (PST)
2013,GMC,Acadia,SLE-1,SUV,,1gkkrned1dj169357,pa,44.0,51785.0,black,black,gm financial,20000.0,Fri Jan 09 2015 09:00:00 GMT-0800 (PST)
2011,Toyota,Camry Hybrid,Base,Sedan,automatic,4t1bb3ek6bu138499,fl,42.0,49893.0,white,gray,onesource/mega auto group inc,16000.0,Tue Feb 24 2015 01:30:00 GMT-0800 (PST)
2006,Volkswagen,Passat,2.0T,sedan,,wvwak73c86p188750,nj,26.0,88443.0,gray,gray,lester glenn buick,4500.0,Wed Jun 17 2015 02:30:00 GMT-0700 (PDT)
2014,Kia,Forte,LX,Sedan,automatic,knafx4a6xe5218888,wi,31.0,15870.0,red,black,kia motors america  inc,12300.0,Wed Jan 21 2015 02:00:00 GMT-0800 (PST)
2010,Cadillac,SRX,Premium,SUV,automatic,3gyfnfey3as535664,mo,4.0,87689.0,red,gray,auto plaza motor sports llc,18500.0,Tue Feb 10 2015 03:00:00 GMT-0800 (PST)
2012,Hyundai,Sonata,SE,Sedan,,5npec4abxch387040,pa,33.0,26633.0,silver,gray,hyundai motor finance,12600.0,Tue Dec 23 2014 09:00:00 GMT-0800 (PST)
2012,Ford,Focus,SE,Sedan,automatic,1fahp3f26cl220633,mo,31.0,50161.0,red,black,ford motor credit company llc,9400.0,Wed Jan 14 2015 02:00:00 GMT-0800 (PST)
2010,Nissan,Titan,SE,Crew Cab,,1n6ba0ek7an309837,tx,4.0,39219.0,red,black,don davis dodge chrysler jeep ram,16800.0,Fri Jan 09 2015 11:00:00 GMT-0800 (PST)
2012,Honda,Pilot,EX-L,SUV,automatic,5fnyf4h56cb015990,oh,48.0,62268.0,silver,black,honda marysville,21100.0,Tue Jan 06 2015 01:30:00 GMT-0800 (PST)
2014,Cadillac,Escalade,Luxury,SUV,automatic,1gys3bef4er111916,fl,45.0,36712.0,white,black,avis corporation,45500.0,Thu Mar 05 2015 03:45:00 GMT-0800 (PST)
2011,Toyota,Tundra,Limited FFV,crewmax cab,automatic,5tfhw5f19bx169183,tx,46.0,69665.0,black,gray,pro financial inc,32600.0,Wed Jun 03 2015 03:20:00 GMT-0700 (PDT)
2009,Dodge,Journey,SXT,SUV,automatic,3d4gg57v09t593371,mi,34.0,78770.0,black,black,gm financial,5400.0,Thu Jan 15 2015 01:30:00 GMT-0800 (PST)
2011,Ford,Focus,SE,Sedan,automatic,1fahp3fn4bw179183,ca,19.0,56434.0,black,black,bob baker toyota of lemon grove,6200.0,Wed Mar 04 2015 04:15:00 GMT-0800 (PST)
2014,Ram,2500,Laramie,Crew Cab,automatic,3c6ur5fl7eg319086,tx,43.0,7491.0,black,black,barco fleet services,45000.0,Thu Jan 29 2015 03:00:00 GMT-0800 (PST)
2011,Audi,Q5,2.0T Premium quattro,SUV,automatic,wa1cfafp6ba031508,nj,35.0,61076.0,black,gray,c&a auto ny corp,17800.0,Wed Feb 04 2015 01:30:00 GMT-0800 (PST)
2012,Honda,CR-Z,EX,Hatchback,automatic,jhmzf1d66cs002269,pa,4.0,24541.0,silver,gray,ahfc/honda lease trust/hvt  inc. eot,12100.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2013,Chevrolet,Malibu,LS Fleet,Sedan,automatic,1g11a5sa2df237928,mo,41.0,79060.0,silver,gray,ge fleet services for itself/servicer,9700.0,Wed Dec 31 2014 10:30:00 GMT-0800 (PST)
2007,Cadillac,Escalade,Base,suv,automatic,1gyfk63817r288877,co,28.0,237711.0,silver,beige,public service credit union,12400.0,Tue Jun 16 2015 05:00:00 GMT-0700 (PDT)
2005,Nissan,Titan,SE,Crew Cab,automatic,1n6aa07b15n505044,ga,19.0,121927.0,red,gray,terry cullen southlake chev inc,10700.0,Tue Jan 27 2015 05:00:00 GMT-0800 (PST)
2010,Nissan,Rogue,S,SUV,automatic,jn8as5mv9aw110033,az,19.0,113554.0,black,gray,wells fargo dealer services,5900.0,Thu Jan 29 2015 03:00:00 GMT-0800 (PST)
2011,Mazda,Mazda3,i Sport,Sedan,,jm1bl1ugxb1465945,pa,38.0,23527.0,black,—,jpmorgan chase bank n.a.,10400.0,Fri Feb 06 2015 01:00:00 GMT-0800 (PST)
2013,Ford,Fusion,Titanium,Sedan,automatic,3fa6p0k96dr209045,ca,41.0,26455.0,white,black,ford motor credit company llc pd,20100.0,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2013,Toyota,RAV4,LE,SUV,automatic,jtmbfrevxdd021789,sc,45.0,60631.0,silver,gray,the hertz corporation,15900.0,Thu Feb 26 2015 01:30:00 GMT-0800 (PST)
2013,Toyota,Prius,Two,Hatchback,automatic,jtdkn3du4d5545376,fl,36.0,50054.0,black,gray,car collection of tampa inc,15200.0,Wed Jan 21 2015 07:10:00 GMT-0800 (PST)
2013,Chevrolet,Impala,LS Fleet,Sedan,automatic,2g1wf5e33d1205985,tx,24.0,56246.0,black,black,the hertz corporation,9600.0,Wed Jan 21 2015 02:05:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mv4bw314062,tx,37.0,32674.0,—,black,nissan-infiniti lt,16000.0,Tue Jan 13 2015 16:00:00 GMT-0800 (PST)
2013,Toyota,Avalon,XLE,Sedan,automatic,4t1bk1eb3du024676,ca,38.0,13765.0,black,black,fleet link services inc,23300.0,Thu Feb 05 2015 03:30:00 GMT-0800 (PST)
